             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   10.119.38.104|     1|     2016-03-04 22:52:06|     2016-03-04 22:52:11|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:52:21|     2016-03-04 22:52:28|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 22:53:14|     2016-03-04 22:53:19|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 22:53:21|     2016-03-04 22:53:26|        36|       108|      7128|
   10.119.38.154|     6|     2016-03-04 22:54:09|     2016-03-04 22:54:09|        33|        66|      3036|
   10.119.38.104|     1|     2016-03-04 22:54:17|     2016-03-04 22:54:24|        32|       102|      6732|
   10.119.38.104|     1|     2016-03-04 22:54:51|     2016-03-04 22:54:56|        40|       120|      7920|
   10.119.38.104|     1|     2016-03-04 22:55:29|     2016-03-04 22:55:34|        46|       146|      9636|
   10.119.38.104|     1|     2016-03-04 22:57:29|     2016-03-04 22:57:34|        46|       138|      9108|
   10.119.38.104|     1|     2016-03-04 22:58:21|     2016-03-04 22:58:26|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:59:21|     2016-03-04 22:59:26|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:59:29|     2016-03-04 22:59:34|        37|       111|      7326|
   131.247.67.45|     6|     2016-03-04 23:00:00|     2016-03-04 23:00:07|        36|       937|    150340|
   131.247.67.45|     6|     2016-03-04 23:00:04|     2016-03-04 23:00:15|        75|      1128|    191739|
   131.247.67.45|     6|     2016-03-04 23:00:14|     2016-03-04 23:00:23|        36|       910|    131615|
   131.247.67.45|     6|     2016-03-04 23:00:20|     2016-03-04 23:00:31|        59|       959|    129817|
   131.247.67.45|     6|     2016-03-04 23:00:23|     2016-03-04 23:00:31|        55|       827|    144686|
   131.247.67.45|     6|     2016-03-04 23:00:30|     2016-03-04 23:00:40|        45|       696|    110875|
   131.247.67.45|     6|     2016-03-04 23:00:39|     2016-03-04 23:00:47|        50|       702|     88165|
   131.247.67.45|     6|     2016-03-04 23:00:47|     2016-03-04 23:00:56|       104|      4924|   5606807|
   131.247.67.45|     6|     2016-03-04 23:00:53|     2016-03-04 23:01:04|        72|      1368|    162245|
   131.247.67.45|     6|     2016-03-04 23:00:54|     2016-03-04 23:01:04|        46|       557|     78556|
   131.247.67.45|     6|     2016-03-04 23:01:11|     2016-03-04 23:01:19|        33|       709|    288269|
   131.247.67.45|     6|     2016-03-04 23:01:17|     2016-03-04 23:01:26|        55|      1349|   1187401|
   131.247.67.45|     6|     2016-03-04 23:01:19|     2016-03-04 23:01:27|        76|       919|    176400|
   131.247.67.45|     6|     2016-03-04 23:02:07|     2016-03-04 23:02:15|        83|      1046|    236256|
   131.247.67.45|     6|     2016-03-04 23:02:31|     2016-03-04 23:02:40|        52|       532|     86104|
   131.247.67.45|     6|     2016-03-04 23:02:37|     2016-03-04 23:02:46|        37|       370|     47518|
   131.247.67.45|     6|     2016-03-04 23:02:44|     2016-03-04 23:02:55|        36|       322|     38030|
   131.247.67.45|     6|     2016-03-04 23:02:45|     2016-03-04 23:02:55|        37|       358|     53576|
   131.247.67.45|     6|     2016-03-04 23:03:01|     2016-03-04 23:03:09|        34|       259|     29539|
   131.247.67.45|     6|     2016-03-04 23:03:20|     2016-03-04 23:03:27|        42|       319|     41990|
   131.247.67.45|     6|     2016-03-04 23:03:49|     2016-03-04 23:03:59|        48|       398|     41659|
   131.247.67.45|     6|     2016-03-04 23:04:30|     2016-03-04 23:04:40|        32|       280|     31807|
   131.247.67.45|     6|     2016-03-04 23:04:39|     2016-03-04 23:04:46|        38|       451|    199887|
   131.247.67.45|     6|     2016-03-04 23:05:18|     2016-03-04 23:05:27|        44|       362|     44922|
   131.247.67.45|     6|     2016-03-04 23:05:33|     2016-03-04 23:05:43|        59|       518|     64248|
   131.247.67.45|     6|     2016-03-04 23:05:49|     2016-03-04 23:05:59|        32|       230|     31369|
   131.247.67.45|     6|     2016-03-04 23:06:13|     2016-03-04 23:06:21|        41|       423|     50815|
   131.247.67.45|     6|     2016-03-04 23:07:34|     2016-03-04 23:07:42|        39|       286|     36712|
   131.247.67.45|     6|     2016-03-04 23:08:06|     2016-03-04 23:08:14|        47|       414|     83194|
   131.247.67.45|     6|     2016-03-04 23:08:16|     2016-03-04 23:08:22|        32|       260|     40169|
   131.247.67.45|     6|     2016-03-04 23:08:13|     2016-03-04 23:08:24|        39|       318|     42921|
   131.247.67.45|     6|     2016-03-04 23:08:48|     2016-03-04 23:08:55|        32|       198|     24188|
   131.247.67.45|     6|     2016-03-04 23:09:00|     2016-03-04 23:09:11|        36|       289|     39083|
   131.247.67.45|     6|     2016-03-04 23:09:10|     2016-03-04 23:09:20|        35|       333|     55217|
   131.247.67.45|     6|     2016-03-04 23:09:19|     2016-03-04 23:09:28|        61|       776|    123732|
   131.247.67.45|     6|     2016-03-04 23:11:02|     2016-03-04 23:11:11|        50|       393|     58877|
   131.247.67.45|     6|     2016-03-04 23:11:17|     2016-03-04 23:11:26|        58|      3000|   3901819|
   131.247.67.45|     6|     2016-03-04 23:12:03|     2016-03-04 23:12:07|        35|       336|     32208|
   131.247.67.45|     6|     2016-03-04 23:12:02|     2016-03-04 23:12:06|        58|       484|     56245|
   131.247.67.45|     6|     2016-03-04 23:12:16|     2016-03-04 23:12:23|        39|       292|     45143|
   131.247.67.45|     6|     2016-03-04 23:13:21|     2016-03-04 23:13:26|        38|       247|     30471|
   131.247.67.45|     6|     2016-03-04 23:14:32|     2016-03-04 23:14:40|        34|       264|     55136|
   131.247.67.45|     6|     2016-03-04 23:15:18|     2016-03-04 23:15:28|        42|       354|     48269|
   131.247.67.45|     6|     2016-03-04 23:15:43|     2016-03-04 23:15:51|        33|       257|     53128|
   131.247.67.45|     6|     2016-03-04 23:16:48|     2016-03-04 23:16:55|        38|       261|     33883|
   131.247.67.45|     6|     2016-03-04 23:16:46|     2016-03-04 23:16:56|        37|      2879|   3885205|
   131.247.67.45|     6|     2016-03-04 23:17:35|     2016-03-04 23:17:42|        33|       284|     47482|
   131.247.67.45|     6|     2016-03-04 23:21:13|     2016-03-04 23:21:19|        35|       245|     26066|
   131.247.67.45|     6|     2016-03-04 23:23:12|     2016-03-04 23:23:20|        51|       383|     68487|
   131.247.67.45|     6|     2016-03-04 23:27:36|     2016-03-04 23:27:44|        33|      2356|   3063649|
   131.247.67.45|     6|     2016-03-04 23:28:18|     2016-03-04 23:28:24|        32|       350|    205087|
   131.247.67.45|     6|     2016-03-04 23:30:17|     2016-03-04 23:30:25|        39|       674|    110453|
   131.247.67.45|     6|     2016-03-04 23:32:41|     2016-03-04 23:32:48|        35|       379|    165619|
   131.247.67.45|     6|     2016-03-04 23:33:36|     2016-03-04 23:33:45|        32|       305|     59578|
   131.247.67.45|     6|     2016-03-04 23:33:45|     2016-03-04 23:33:53|        38|       269|     35870|
   131.247.67.45|     6|     2016-03-04 23:39:21|     2016-03-04 23:39:29|        45|       568|    122866|
   131.247.67.45|     6|     2016-03-04 23:41:05|     2016-03-04 23:41:13|        38|       410|     67576|
   131.247.67.45|     6|     2016-03-04 23:41:13|     2016-03-04 23:41:21|        41|       403|     49995|
   131.247.67.45|     6|     2016-03-04 23:41:53|     2016-03-04 23:42:01|        34|       682|     73392|
   131.247.67.45|     6|     2016-03-04 23:42:25|     2016-03-04 23:42:34|        32|       545|     76801|
   131.247.67.45|     6|     2016-03-04 23:42:33|     2016-03-04 23:42:41|        32|       391|     88532|
   131.247.67.45|     6|     2016-03-04 23:44:33|     2016-03-04 23:44:42|        52|       415|     66566|
   131.247.67.45|     6|     2016-03-04 23:44:41|     2016-03-04 23:44:50|        65|       578|    120830|
   131.247.67.45|     6|     2016-03-04 23:44:49|     2016-03-04 23:44:58|        50|       463|     60275|
   131.247.67.45|     6|     2016-03-04 23:44:57|     2016-03-04 23:45:05|        41|       610|    350571|
   131.247.67.45|     6|     2016-03-04 23:45:05|     2016-03-04 23:45:13|        46|       352|     46284|
   131.247.67.45|     6|     2016-03-04 23:48:19|     2016-03-04 23:48:24|        43|       489|     72390|
   131.247.67.45|     6|     2016-03-04 23:52:11|     2016-03-04 23:52:17|        38|       375|    103455|
   131.247.67.45|     6|     2016-03-04 23:53:16|     2016-03-04 23:53:22|        36|       346|     44376|
   131.247.67.45|     6|     2016-03-04 23:55:13|     2016-03-04 23:55:22|        34|       606|    569544|
   131.247.67.45|     6|     2016-03-04 23:57:07|     2016-03-04 23:57:14|        32|       322|     42911|
   131.247.67.45|     6|     2016-03-04 23:58:43|     2016-03-04 23:58:50|        38|       444|     87083|
    172.19.8.126|     6|     2016-03-04 23:51:14|     2016-03-04 23:51:14|        69|        82|      3772|
    10.119.43.36|     6|     2016-03-04 23:51:14|     2016-03-04 23:51:14|        32|        43|      1978|
    172.19.8.126|     6|     2016-03-04 23:51:14|     2016-03-04 23:51:14|        68|        84|      3864|
   10.119.38.104|     1|     2016-03-04 23:00:14|     2016-03-04 23:00:20|        37|       119|      7854|
   10.119.38.104|     1|     2016-03-04 23:00:21|     2016-03-04 23:00:26|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:00:29|     2016-03-04 23:00:34|        36|       111|      7326|
   10.119.38.104|     1|     2016-03-04 23:02:21|     2016-03-04 23:02:26|        37|       112|      7392|
   10.119.38.104|     1|     2016-03-04 23:03:14|     2016-03-04 23:03:20|        48|       171|     11286|
   10.119.38.104|     1|     2016-03-04 23:03:21|     2016-03-04 23:03:26|        38|       117|      7722|
   10.119.38.104|     1|     2016-03-04 23:03:36|     2016-03-04 23:03:41|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 23:04:06|     2016-03-04 23:04:11|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 23:05:14|     2016-03-04 23:05:19|        32|       109|      7194|
   10.119.38.104|     1|     2016-03-04 23:06:21|     2016-03-04 23:06:26|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 23:06:29|     2016-03-04 23:06:34|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 23:07:21|     2016-03-04 23:07:26|        33|       100|      6600|
   10.119.38.154|     6|     2016-03-04 23:07:39|     2016-03-04 23:07:39|        55|       108|      4968|
   10.119.38.104|     1|     2016-03-04 23:07:51|     2016-03-04 23:07:56|        32|       107|      7062|
   10.119.38.104|     1|     2016-03-04 23:10:06|     2016-03-04 23:10:11|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 23:10:36|     2016-03-04 23:10:40|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 23:11:14|     2016-03-04 23:11:20|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 23:11:59|     2016-03-04 23:12:04|        32|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:12:29|     2016-03-04 23:12:34|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 23:13:36|     2016-03-04 23:13:41|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:13:51|     2016-03-04 23:13:56|        37|       119|      7854|
   10.119.38.104|     1|     2016-03-04 23:14:29|     2016-03-04 23:14:34|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:16:02|     2016-03-04 23:16:07|        39|       119|      7854|
   10.119.38.104|     1|     2016-03-04 23:16:25|     2016-03-04 23:16:30|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 23:17:08|     2016-03-04 23:17:12|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 23:17:14|     2016-03-04 23:17:20|        68|       212|     13992|
   10.119.38.104|     1|     2016-03-04 23:18:03|     2016-03-04 23:18:07|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 23:18:17|     2016-03-04 23:18:24|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:18:21|     2016-03-04 23:18:28|        36|       127|      8382|
   10.119.38.104|     1|     2016-03-04 23:19:59|     2016-03-04 23:20:04|        44|       136|      8976|
   10.119.38.104|     1|     2016-03-04 23:20:14|     2016-03-04 23:20:20|        49|       150|      9900|
   10.119.38.104|     1|     2016-03-04 23:20:21|     2016-03-04 23:20:26|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 23:22:14|     2016-03-04 23:22:19|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 23:22:21|     2016-03-04 23:22:26|        32|       100|      6600|
   10.119.38.104|     1|     2016-03-04 23:23:10|     2016-03-04 23:23:17|        32|       104|      6864|
   10.119.38.104|     1|     2016-03-04 23:23:21|     2016-03-04 23:23:26|        33|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:23:29|     2016-03-04 23:23:34|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 23:23:59|     2016-03-04 23:24:04|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 23:24:21|     2016-03-04 23:24:28|        48|       153|     10098|
   10.119.38.104|     1|     2016-03-04 23:24:44|     2016-03-04 23:24:48|        51|       162|     10692|
   10.119.38.104|     1|     2016-03-04 23:24:51|     2016-03-04 23:24:56|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 23:25:06|     2016-03-04 23:25:11|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 23:25:21|     2016-03-04 23:25:28|        36|       119|      7854|
   10.119.38.104|     1|     2016-03-04 23:25:51|     2016-03-04 23:25:56|        61|       183|     12078|
   10.119.38.104|     1|     2016-03-04 23:25:59|     2016-03-04 23:26:04|        48|       146|      9636|
   10.119.38.104|     1|     2016-03-04 23:26:06|     2016-03-04 23:26:11|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:26:14|     2016-03-04 23:26:20|        35|       110|      7260|
   10.119.38.104|     1|     2016-03-04 23:26:50|     2016-03-04 23:26:55|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 23:27:21|     2016-03-04 23:27:28|        39|       133|      8778|
   10.119.38.104|     1|     2016-03-04 23:27:26|     2016-03-04 23:27:32|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 23:27:36|     2016-03-04 23:27:41|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 23:27:51|     2016-03-04 23:27:56|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 23:27:59|     2016-03-04 23:28:04|        43|       129|      8514|
   10.119.38.104|     1|     2016-03-04 23:28:03|     2016-03-04 23:28:10|        40|       126|      8316|
   10.119.38.104|     1|     2016-03-04 23:28:11|     2016-03-04 23:28:17|        36|       125|      8250|
   10.119.38.104|     1|     2016-03-04 23:28:29|     2016-03-04 23:28:34|        41|       133|      8778|
   10.119.38.104|     1|     2016-03-04 23:28:44|     2016-03-04 23:28:50|        34|       107|      7062|
